Text,Sentiment (POS/NEG/NEU)
hamein aap ki di hui cheezon par bilkul bhi yakeen nahi hai,NEG
dosti ka matlab hai ek dusrey par bharosa karna or madad karna,POS
mein ye dil un sabko dena chahunga jo mujhe pasand karte hain,POS
apko parwah nahi hai lekin duniya khatam horahi hai,NEG
inke sath mil kar khushi mat manayega,NEG
apne chehre par muskurahat k sath inka istakbal karein,POS
apke dil mein khushi or achy khayalat honey chahyen,POS
ham unhein salam paish karte hain jinhon ne ham sabka socha,POS
mujhe roshan karne ka shukriya. mein qareeb se is par amal karne ki koshish karoon ga,POS
neelam pehnana pasand karne walon ke liye ek khaas mosam hai ye ,POS
store mein pehlay k kapray farokht ho chukay hain. tamam kapray online mein farokht hogaye. yeh munasib nahi hai,NEG
Khaadar k ilawa koi collection nikalein ,NEU
Khadar tu buhat hogai hy ab,NEU
Yeah etny kaam q hoty hain abhi mein dekh rahi thi tu khattam thy kuch items pichli baar bhi aisa howa phir dobara aaya b nhi,NEG
ye bik chuka hai,NEU
Ye kia bat hui. kuch bacha hi nahi,NEG
mere paas bhi yehi hai,NEU
is mein konsa mawad dala hua hai mujhe acha lag raha hai ye,POS
Jee meri sis thk keh rahi hain trousers bhi hny chahye sath,NEU
isey pehn kar apne andaaz ko buland karein,POS
Ye koi hy iss kabil k ghar my pehna jaa sky,NEU
har cheez tou wahi hain jo pichley saal mein thin,NEU
ek dress mangwayi thi jab ghr pohunchi tou wo ujhri hui thi kuch jagah se,NEG
jab unse raabta karna chaha tou koi jawaab hi nahi aya. hadd hoti hai,NEG
shaadi ya baraat waghera k liye koi acha package banaen na,NEU
Kia apke han abhi bhi blessed Friday ki sale hai ?,NEU
ye jesa dikh raha hai wesa hi hoga na?,NEU
mere pas bohot bar esi chezein ayi hain jo tasweer mrin dikhne se zadah pehn kar behtar lag rahi thin,POS
ye mujhe khareedna hai. kya keemat hai iski?,NEU
hmaesha achi cheezein kam Q banaty ho,NEG
jo apko pasand aye osy muntakhib karein,POS
zadah banany mein mout aati hai?,NEG
bohot hi kam ragon par mushtamil hai ye tou,NEU
mera hamesha ka khobsoorat brand,POS
pichli bar se bohot behtreen designs hain,POS
mere orders nahi arahy mere paas ye masla theek karein,NEG
kaafi munasib keemat wala brand hain,POS
sab ek hi baar mein dikhasakte hain?,NEU
kuch ghantey reh gye hain khaas sale mein,NEU
rehayi se pehle hi sab khatam hojata hai ye kaisa kissa hai?,NEG
ye kapra kisi jadoo se kam nahi,POS
mere paas apki website nahi khul rahi,NEG
shukriya sapphire mujhe meri cheez sahi mil gayi,POS
bohot shaandar laye ho kaprey is sardiyon mein,POS
bekar brand hai magwao ek cheez aati hai dusri cheez,NEG
ek naya din ek naya andaaz,POS
ye brand mere liye khush kismat wala hai,POS
is be rang duniya ko in kapron se rangeen karein,POS
chalo hamein kapray lakar dou,NEU
acha laga dekh kar kaafi asrse baad kuch acha dekhne ko mila hai,POS
apko har shehr mein apne stores khol leine chahye ,NEU
bohot loot te ho logon ko,NEG
ab agaye hain jadeed dor mein purany designs ,NEU
aap ke branch Peshawar may kaha hay?,NEU
ye haseen lag raha hai mujhe khareedna hai,POS
jab ek cheez apke paas nahi hai tou phir kyun osey aap dikhaty ho website par,NEG
ye larkiyon k kapray dikha rahy hain ya makeup?,NEU
apke kapron par kuch zadah hi phool printed arahy hain ab,NEU
dilkash nazaroun mein rangeen chehre ,POS
barai meherbani puri tasveer dikhaya karein kapron ki,NEU
rangon mein wo rang kahan jo rang sapphire le atey hain,POS
ye saari taveer gilgit ki hi kyun hoti hain,NEU
samjh nahi araha in mein se konsa khaaredon ,NEU
sab achy lagrahy konsa khareeda jaye ,POS
barai meherbani aap isey wapas lein or mujhe coupon dedein,NEU
tayyar hojaen sard mosam k liye sapphire k sath,NEU
Ab sale kab lagay gi,NEU
har kisam k logon k liye har kisam ka kapra dastiyaab hai,POS
kya kaffan milega yahan se?,NEU
ham wapas ayenge or bhi behtar tareeke se,NEU
hamein bhi haseen karein,POS
koi cheez wapas karwani ho tou kese karwaen?,NEU
ayen or sapphire par sabse pehle hath uthaen,NEU
kuch hoga tou khareedenge na,NEU
is sale ka wakt kab khatam hoga?,NEU
Sale main 3 kurty mangwaye thy abhi tk nhi pohunche aj 6 din ho gaye hain,NEG
agar kaffan hota tou wo bhi itne ka bechte aap ?,NEU
hum wada karte hain ke mustaqbil mein bhi aap ko behtareen khidmaat aur mayaari masnoaat muhayya karte rahen ge .,POS
kya aap stock articles ko dobarah band kar dein ge ?,NEU
"hamaray sarfeen ke zabardast rad-e-amal ki wajah se hamein bohat afsos hai ,",NEG
umeed se ziyada taizi se kapray farokht hue,NEU
mutasir kun nahi aap logon ko is par mazeed kaam karna chahiye .,NEG
"wah neelam aap hamesha ki terhan herat angaiz hain, sardiyoon se mohabbat karte hain",POS
"hamaray paas karanda kapron ke jaisay, mausam sarma ke majmoae mein deegar kapray dastyab hain",POS
mein ny kaafi martaba baar aap ko phone kya lekin koi bhi mujhe itminan bakhash jawab nahi deta hai,NEG
aap ke numainday bohat kharab sulooq karte hain un mein shikayat suneney ki himmat nahi hoti,NEG
hamein afsos hai ke is cheez mein aap ka tajurbah Khushgawar se kam tha,NEG
is thandey kaprey ko neelay lehjey aur phoolon ki tafseel se kharidari karen .,POS
kya kisi online kurti ka tabadlah ho sakta hai ?,NEU
hum hamesha aap ke tasurat ko bohat sanjeedgi se letay hain aur apni masnoaat aur khidmaat ko hum aap ke liye behtareen banaye jane ki koshish karte hain,POS
is siyah khadar walay kapray ko do tukron ke joor mein aasani ke sath haseen nazar atay hain .,POS
"is mazmoon ko"" jannat ka parindah"" kaha jata hai",POS
is dilkash kapray ko mazbooti se thaamlein,POS
sapphire Pakistan ke andar order ke liye mulk bhar mein muft shipping aur muft bain al aqwami shipping faraham karta hai,POS
hum umeed karte hain ke aindah bhi aap ko khush karta rahay ga,POS
mausam sarma ke mausam ki takmeel ke liye behtareen saathi,POS
"kya aap ke paas naya maajmoa pahannay ke liye, tehwar ke liye, tayyar laane ka koi mansoobah hai ?",NEU
hamein tehwar ke libaas pahannay ke liye mazeed mukhtalif qisam ki zaroorat hai,NEU
aap ke qeemti raye ka shukriya,POS
garam lehjey mein mausam sarma ko khush aamdeed karen.,POS
barah karam is baar kaafi stock karen taakay aksariyat khareed sakay .,NEU
mein aik baqaida khredar hon lekin is baar neelam ka aik tukda nahi khareed saka,NEU
aap ke dopattay or kuch kapray kaafi bhaari hain,NEU
hamein be cheeni par waqai afsos hai,NEG
tax aahid qeematon par allag se hoga ya yeh qeematon mein shaamil hai ?,NEU
kisi bhi qisam ki takleef par hum moazrat khuwa hain aur umeed karte hain ke hum mustaqbil mein aap ki kharidari ke liye apni khidmaat ko behtar bnaskte hain .,POS
aik baar jab collections launch ho gaya to aap ko yaqeenan bilkul bhi nahi mil paega,NEG
yeh darasal dhoka dahi thi. aap logon ka mazaq ura rahay they .,NEG
neelam bad qismati se aap dosray brand ki terhan bartao kar rahay hain,NEG
aap jo cheez banaen zaroori nahi k wo foran se bik jaye,NEU
mujhe apni pasand ki kurti banwani hai kya aap mujhe batasakte hain kese hoga ye?,NEU
kisi kaam ki nahi hai ye sale,NEG
bachon ke kapray bhi kafi achy hain,POS
mard or bachon ke tou foran cheezein khatam hojati hain,NEU
Ab agar sale shuru hony k 15 sec me sab out of stock ho gyaa hai to bar bar iss ka maqsad logo ko bewakof banana hai kia??,NEG
kya pichla stock phir dobara se laga saktey hain aap?,NEU
mujhe pichla wala bht pasand aya tha,POS
koi ek bhi peace nahi bacha bhae ,NEU
koi tajurba kaar nahi hai,NEG
bohot hi ghalat rawaya rakhte hain inke staff waley,NEG
meri pasand ki cheezein milne k liye mujhe hamesha jaldi jana parhta hai sabse,NEU
"ponka, koi sale ya paise kam nahi karte ye",NEG
mere paas zadah tar kapray sapphire k hain,POS
bohot achi mayyar k kapray hain apke paas hain,POS
kaafi achi cheezein bht kam milti hain,NEU
pahannay ke liye jadeed tareen kapray aur bohat kuch khareedain .,POS
is ke mutabiq farokht ka jawab bhi kam mein hai. .. 15٪ item abhi bhi dastyab hain,NEU
"afsos ki baat hai, hum farokht shuda kapro ko phie se  bahaal nahi karen ge",NEG
hamaray dastyab zehan saazi walay majmoa se aap kisi cheez ko kyun nahi dekhte hain ?,NEU
hamein yaqeen hai ke aap ko koi aisi cheez mil jaye gi jo aap ke liye faidemand ho !,POS
"mein ne pehli baar online kharidari ki hai ,",NEU
agar sab kuch bik jata hai to phir bhi aap yeh farokht kyun chala rahay hain,NEU
agar aap mardana libaas talaash kar rahay hain to barah karam log yahan apna waqt zaya nah karen .,NEG
apne chhootey bachon ke liye aaraaam se khareedari karein,NEU
"tamam muqami tarseel ke liye, hum aap ke order ko bilkul muft faraham karte hain !",POS
neelam tayyar hai or ab pahannay ke liye dastyab hai,POS
sirf neechay jaane ke liye yeh farokht kya hai ?,NEU
"aik baar phir, mein ne apni pasand ki kami mehsoos ki jaisay mein ne aakhri baar chor diya",NEU
yeh bohat mayoosi ki baat hai. or ab is maslay ko theek karen kyunkay farokht jari hai,NEG
kya apne abhi tak khareedari nahi ki?,NEU
bhae kuch bacha hai tou bataedein mujhe khareedne hain,NEU
saari mehengi cheezein arahi hain ,NEG
isko online kese khareeda jasakta hai,NEU
nakabil e faramosh sale lagi hai yahan,NEU
apna keemti wakt deine k baad bil akhir mujhe ek kurti achi mi hi gayi,POS
meine kaafi saari kurtiyan khareedi lekin bilkul bhi discount nahi mila mujhe,NEG
kya ye brand pakistan se bahar bhi hai?,NEU
jee bilkul mein kaafi wakt se apka muntazir hun,POS
yeh pichli baar ki farokht ki terhan nahi hona chahiye ke hum ne samaan cart mein daal diya aur woh chalay gaye,NEG
bohot intezar karwatey hain aap or end mein bakwas sale lagatey hain,NEG
mujhe kaafi achy lagte hain apke prints,POS
jo cheez online mil rahi hai wo cheez outlets par kyun nahi hain?,NEG
aap tou hamesha paghal banadete ho yaar,NEG
hamesha khaali hi milta hai stock,NEG
aapko apni keemat bhi likh leni chahye har dress k sath,NEU
mere bete ko ye kurta bohot pasand aya hai,POS
meine is tarha ki dress pehle kabhi nahi dekhi bohot khoob,POS
aapki silayi kaafi mukhtalif hoti hai baki brands se jo ke khaas kardeti hai kurti ko,POS
ye konsa stuff hai ,NEU
sale sirf online hi kyun hai outlets isi liye tou khaali hain koi jaata hi nahi,NEG
barah karam mujhe batayen ke fori tor par kuch haasil karne ka koi tareeqa hai to har cheez farokht hojati hai,NEU
anokhi or haseen collection k sath wapas aye hain aap,POS
jo online mil rahi hain wo saari bekaar hain,NEG
dekha meine tumse kaha tha ,NEU
aray wah phir sale agayi,POS
apne fasion k alarm tey karein ,NEU
dekhna kuch bhi nahi hoga sapphire ek mazzak hai,NEG
kuch bhi nahi hona inka,NEU
Online mangwakar phir cash deine paregi? ,NEU
maaf karo nahi chahye sale,NEG
bohot hi kharab service hai,NEG
"jadeed tafseelaat ke sath moh lena, neelam pahannay ke liye tayyar hain",POS
herat angaiz or khobsoorat besheet hai ye,POS
shawl ka mawwad kya hai?,NEU
"army cheif ki tosee ka notification moattal ,",NEU
kon hai uskay peechay ?,NEU
un judges ke sath sahi kaam is bande ne kya tha,POS
kya yeh wohi Imran Khan naahi jis ne kaha tha k katil ho agar jis ki saza mot hai,NEU
meri yaad dasht kamzor hai ya inki,NEU
yeh court agar kisi se nahi darti insaaf karti hai to mulk ko tabah karne ki bajaye model town jaisay waqeat ke mujrimon ko saza day,NEG
Bohat ganda khel chal raha hai pakistan k liye...,NEG
woh sirf Musharraf case se bachney ke liye dabao daalnay ki koshish kar rahay hain,NEU
ye ek mafia hai,NEG
Ab Supreme Court apny kam tekh tarhn kr rhi,POS
"ab barray sahib ko chahiye ke aik tehreek chalayein ke "" extension ko izzat do """,NEU
dekhye dopehar 12 bujey ki tamam ahem surkhiyan sirf bol news kay sath,POS
high court mein sangeen ghaddari case,NEG
jab chor tib aur Adal ki aarh mein mulk ko lout kar raah faraar ikhtiyar karte hain is waqt khud machinery ko zang lag jata he,NEG
kisi bari agency ki harkat ha,NEG
Yeh tou qoumi security ka masla hai,NEU
Muqadma badneyati par banaya gaya tha,NEG
dosti or rehamdili insaniyat ki ek behtreen misaal hain ,POS
saeen sarkar ka ek or karnama,NEU
awam ke bajaye kutton ko vaccine laganay ki tayyariyan shuru,NEG
malik ko lotney walay aur is ki aulaad. .. . ghaddar hain,NEG
Pakistan army zindah bad ki wajah se malik Pakistan malik Pakistan abad he,POS
safeer insaaniyat ki shaan Pakistan,POS
kashmir banega pakistan,POS
bilawal kay khilaaf faisla anay ke muntazir,NEU
kijiyej subah ka aaghaz kuch ahem khabron kay sath sirf bol news par,POS
benazeer qatal case mein Zardari ki tahkeekat karen,NEU
nomolood bachay ki tasweer ne poori duniya ko rulaa diya,NEU
kya aap ney Imran Khan ke liye kabhi ansoo baahay ?,NEU
Nawaz shareef ki zamanat dainay ko koi tayyar nahi,NEU
kahan gaye woh saaray Nisar,NEU
venus mein selaab aaya magar kaam jari raha,NEU
Jab marny wali umar hojay gi ya bhi showbiz sa kinara kar ka umra aur hajj par chali jay gi,NEG
molana ka dharna khatam honay ki khushi sab se ziyada police ko hui,POS
fazal  rahman samajh to gaya hoga,NEU
chae mout ki wajah bangayi,NEG
hollywood stars bachon ki tasaweer se kamaney lagey,POS
yeh Qandil balouch ke waqeye se to bach gayi hai,POS
Lagta hai khan sahab ne nayi video dekh li muhterma ki,NEU
Sub k sub ak saY barh ker ak hain!,NEU
"koi purani vedio nikal k bayan suna k zalim, gaddar, dehshat gard sabit kar daena hai inko",NEG
waderon ko azadi ki bunyaad par kaam karna chahiye,POS
panjab mein bari tabdeeli agayi hai,POS
kya koi imaandar bhi ayega?,NEU
tum logon ke paas koi aur charah hi naahi. .. ab tumhari dam kat rahi hai aur tum dua kar rahay ho ke baqyon ki bhi katay,NEG
loug mushkilat ka shikaar hogye hain,NEG
sirf imran khan jantey hain k kya hoga,NEU
sabse acha tijarti kaam yehi hai pakistan mein ,POS
Pakistan mein aik aisa zehni mareez bhi hai jo kehta hai ke aik saal mein 4 nahi 12 mausam hotay hain,NEG
Pakistanio ki qismat ke faislay zehni mareez aur nashay ke aadi log karaingay,NEG
kkhuda ke wastay ab to yeh topi drama khatam karkay awam ke laey kuch soch lo,NEU
yeh sab aik dosray ko bachatey rahenge,NEU
yeh sab aik hi thaali ke ganday anday hain,NEG
zabardast saaf bayan Allah apko khush rakhein,POS
ye sab batana jab janaza ho mein tab aonga,NEU
raat ko tmhara etraz door kardenge shaikh sahab,NEU
nahi to pindi walay to kar hi den ge ke hamara kha kar hum par bhonk rahi hai,NEG
Ye Duniya ka wahid Doctor hain Ke Jo kehty he Ke Mia sahab ko achy Doctor ki zarorat he.,NEU
kesi ghatiya zubaan hai is bandar ki,NEG
Aap ka bhi bht jaga Andaz e biyan ghalat hai tou us ka kya karen?,NEG
awam ko bewakoof samjh rakha hai kya?,NEG
yaar tu doctor hai na to ilaaj kyun nahi karti miyan sahib ka,NEU
chorha bhi hukoomti wakeel ke kehne par chora,NEU
mohtarma kabhi mujoodah mehengai par bhi program karein,NEU
ye kameena sabko maar ke marega,NEG
ap pehlay anchor ho jo ke hukoomat se thankhowa le rahay hunge,POS
is se acha PTV mein kaam kar lo koi sunay ga bhi nahi up ko aur zaleel bhi nahi kere ga,NEG
Sheikh rasheed ko apne ravayye mein tabdeeli lani chahiye,NEU
aisay alfaaz aur aisa bayan ghatiya pan ke ilawa kuch nahi hai,NEG
Jesy ko tesa. Shaikh sahab bhi to pehly yuni thy,NEU
jab doctor aisay hunge to mareez ko bahar mulk jana parre ga,NEU
jab dharna hota tha to naach ganay hotay thay,NEU
kya maa baityon aur behnoon ke liye yeh alfaaz jaaiz hain ?,NEU
Yeh wo log Hain Jin ki apni koi izzat nahin Hy,NEG
Sana ullah ne Bary fakhar sy bataya tha ab bolain kia khayal hy,NEU
apne andar thora hosla paidah karo sach sun ne ka,POS
Aise alfaz to qadam e Pakistan k waqt to na hamare Qaid ne na Gandhi ne or na angrezon ne istemal kiye,NEG
is dharnay mein jo kuch hwa tha woh kisi se dhakka chhupa nahi hai,NEU
lgta hai iss ko boht yad aa rha hai dharna,NEU
jo hua tha wohi bataya gya hai,POS
 larkiun k rishty hony sy phly log ya puchty thy larki dharny pr to nahi ghi thi,NEU
ye tamasha tou sabne dekha tha,NEG
doctor tera kaam hai mareez dekhna media mein cheekhain maarna nahi,NEG
ab pata chala ke doctor sahibaa bhi wahein mojood thi aur khoob naachti rahi aur aakhir kaar apne kaptaan ko kamyaab karwa ke hi chora,NEG
Ayaz sadiq ney bilkul sahee kaha hey,POS
sach karhwa hota hai,NEU
itni mirchiyan kyun lagrahi hain is larki ko,NEG
is anchor ke sir pay dupatta nihn hota aur yeh bhi doosron pay tanqeed karti hai,NEG
haya aurat ki asal zeenat hai,POS
Bat to such h magr ruswai ki bat h,NEU
Yehi tuo jhamouriet ka husan hai,POS
Fiza akbar khan ki zuban boht chalti h,NEG
pehlay apna libaas dekho phir aisi ikhlaqiaat par dars dena,NEG
sach ko sach kehna bhi jurm hai,NEU
tu or kay hota tha tum he bataa do,NEU
cheeni sarmaya karon ka Pakistani mayeshat par aetmaad ka rujhan,NEU
kya mashhoor mobile company band honay ja rahi hai? PTA ka ahem elaan,NEU
esa hi hona chahye. sab k liye acah hai,POS
ye companies ek dusrey ko neecha dikhany ki koshish kar rahi hain,NEG
pardesiyon k naam naya gaana sunein,NEU
bilawal bhutto pak fouj kay khilaaf itna sargaram kyun hain ? akhir chahte kya hain,NEG
malik ke khilaaf bhi sargaram hain yeh chor,NEG
mulk ko taraqqi ki raah par gamzan kya sirf is ne,POS
"haqeeqat yahi he ke Bharat ke syachin pay qabzay ka jawab Parvez Musharraf nein barri jurrat se day kar Bharat ko ghatney tikne par majboor kar diya tha .",NEG
fouj ka sath dainay ki bajai is ko badnaam karne ki saazish ki gai,NEG
mulk ki hifazat karne pe Farzand mulk ki khatir jaanghein larnay walay hain,POS
mukammal jhoot he aur nakaam dharnay ki khaft mitanay ki koshish he,NEG
Sirf apnay khootay baap ko bahar nikalna,NEG
Fojj K Peechay Koi B Ni Ha,NEU
Msla to Tum Jaisy Boot Polishiao Ke Abbuon Ki Badmashi kA Ha,NEG
Jin ki Na unhay Samjh aati Na Tumhay Aadha Mulk Ganwa Bethay Baki ka Berra Ghark kr Dia.,NEG
musharraf ek acha insaan hai or hamary mulk ko fakhar hai un par,POS
akhir ye sab maajra kya hai?,NEU
ye bhi koi batany wali baat hai?,NEU
wahan bhi mufta nahi chora,NEU
es ka bap bhi bhaga tha tumhy yad hai k nai yad,NEU
Apni party k bhagoray bhi ginti karo,NEU
aik fouji commando jis ne do teen jaanghein ladi hoon jo aik Muaziz family se talluq rakhta ho or jiska maazi saaf ho woh kaisay ghaddar ho sakta he,POS
Musharaf saheb nay koi pakistan k sath ghadari nhi ki,NEG
hakoomati lutaef ka silsila badastoor jari,POS
awam heran o pareshan. .. ya allah yeh kon log hain,NEU
governor house Punjab mein concert hotay hotay reh gaya,NEU
concert ka maqsad kasmiri bhaiyon se izhaar-e yakjahti bataya jata raha!,NEU
Bharti sukhnon ne masjid ki taamer ka zimma athalya hai. bohot khoob ,POS
social media par jinsee mawaad dekhna ab aasaan nahi hai,NEU
Koi faida nai hai ajkal k bache bohat tez hain,NEU
WO apni age 18 b likh sakty hai. Ye tarika bhi hai,NEU
konsa shinakhti card dikhana parhta hai,NEU
khushkhabri.. Pakistan mein naye jadeed mobile farokht ke liye paish hain.,POS
wizarat dakhla aur Musharraf ke wakeel ne darkhwasten dair kar dein,NEU
Islamabad high court ka teen rukni bench samaat kal kere ga,NEU
malik ko bachanay ke liye agar aeen ki dhajiyan bhi ura di jayen to yeh ghaddari nahi hai,NEG
army cheif se qatar ke ameeri guard ke commander ki mulaqaat,NEU
qutar ki fouj ke sarbarah ka pak qutar difai taawun badhaane mein dilchaspi ka izhaar,POS
sabiq wazeer e azam ka London ke burj hospital mein tibbi muaina,NEU
Allah Kary sab reports kharab aain aur yh bhi kalsoom ky pass jay Pakistan aur awam sukh ka sans lain,NEG
Begum kalsoom bhi london se pakistan a ker araam ferma rahi hain dua hai miyan sahab ko bhi Allah jald araam ata kare..,POS
Pakistan mein masnoi mareez bananay ka pehla kamyaab tajurbah miyan saanp pay kya gaya,NEG
Chughtaee laib wali reports dikhado inko,NEU
media walon chordo inki jaan,NEU
Nawaz Sharif ALLAH TA' ALA ne zindagi mein doosri baar khud ko sher saabit karne ka mauqa diya,POS
London ke doctoron ne Pakistani doctoron ki report check karne ke baad Nawaz shareef ko dafnane ka mahswara day diya .,NEG
"kya ye burj hospital bhi qatariyon ka hai, phir to saari reports bhi mann pasand ayi hongi",NEU
beemari hogi tou report ayregi,NEU
wizarat dakhla aur Musharraf ke wakeel ne darkhwasten dair kar dein,NEU
is kuttay corrupt ko aur qaatil baap ko kuttay ki mout maro,NEG
corrupt adalatein is ko bhi bhaga den gi. corrupt Nawaz ki terhan .,NEG
tum pehlay apni walidah ke qaatil to talaash karo agar tum ne talaash kar liya to mein tumhe apna leader manoo ga,NEU
"yak Tarfah mohabbat, duty ka aakhri ghanta aur internet ki dheemi raftaar nihayat takleef da hotay hain .",NEU
or tum ne apne baap jaisay be imaan chor daku luteron ka sath diya,NEG
un ko bhaga nay mein madad ki taakay tumhare corrupt baap ka rasta bhi saaf ho,NEG
Nawaz shareef agar ghaddari nah karta kargil ke mahaaz par to aaj Kashmir azad hota,NEG
Wo bhaghora apse hazar darje behtr tha,NEG
bilawal ko chahiye pehlay apni charpayee ke neechay danda phairay,NEU
dukh hota aik leader ki nikammi aulaad dekh kar,NEG
Bas koi na koi masla uthana hai khud apni karkardigi dekh lo pehle,NEU
Karachi ka bera gharaq kar dya tm logo ne,NEG
Teri govt ne kia kiya ye bata ajeeb baat krte ho?,NEG
is ko bolo k pehle apna ilaj krwaye phr baat karey,NEU
"acha kya, kyunkay Pakistan ki awam pyar se nahi, maar se seedha ho ta hai",NEG
abbey pehle apni umar dekh phir baat kar,NEU
Choron ko bhi bhagaya hy bs ap ki bari hy,NEG
Jo Allah Say nahi darta wo sab kuch kar sakta ha aik din Allah in ko khud saza day ga in sha Allah,NEU
inhein pakistan ka zara bhi khayal nahi ,NEG
opposition kabhi bhi ikhatti nahi hosakti,NEU
ALLAH paak is arze paak ki hifazat farmaen ameen,POS
insaf sb k liy aik hona chaiye na k Khali makhlooq k ly alag,POS
NRO dainay wala ghaddar he to lainay walon ko pehlay phansi do,NEG
ghareeb ke liye allag qanoon aur Ameer ke liye allag qanoon,NEU
nadan gir gaya sajday mein jab waqt e qiyam aaya,POS
laal masjid mein bachon aur bachiyon ka qaatil! sazae mout honi chahiye,NEU
aj high court mein da'ir karne wala darkhwast uski wazeh saboot hai,NEU
Pakistan ke is hero ko bachanay mein koi muzaika nahi hai .,POS
usay kehte hain abbu bachao muhim,NEU
oppostion ke tamam plan fail hogye,NEU
tahreek e insaaf muhallay ka woh khaali plot hai jahan saaray muhallay ka kachra phenka jata hai,NEG
Modi ki nani lagti hai,NEU
khoda pahar nikla chooha,NEU
khawab dekhnay aur khwahisaat par koi tax nahi,NEU
Choron or gadaron ka sath deny waly mulk dushman hn qiamat mein in ka hashar ine k sath ho ga,NEG
Talaq dete waqt dono bachay jamaima ko day kar khud do kuttay rakhnay walay be waqoof aadmi se yeh qoum tabdeeli ki umeed rakhti hai ,NEG
woh thook hi kya jis ko captain ne chaat chaat ke saaf nah kya ho,NEG
tum jhoot bolne k liye hi ayi ho,NEG
kya hukoomat apni muddat poori kere gi?,NEU
Insha Allah Pakistan zaroor taraqqi kere ga,POS
Amrici navel cheif apne ohday se farigh hogye,NEU
mujhe yakeen hai kuch wakt mein tabdeeli dikhegi,POS
Dunia chand pe or hamara media ab tak model town pe,NEU
ab dua kare jo shahed hoi unhe allah janat mai alla muqam atta farmai,POS
asal mein fouj aur hukoomat aik page pay honay ki wajah se mafia akatha ho gaya hai,NEG
mulk ki khushi k liye kar rahy hain sab kuch,POS
Supreme Court mein quran Majeed par halaf diya ke London flat ka mujhe pata nahi aur na mere paas raseed hai,NEU
aaj phir jab London ilaaj ke liye Nawaz chor gaya hai to un  flaton mein rehna kya saabit karta he ke Nawaz shareef chor jhoot boltaa raha tha k flat mere nahi hain,NEG
ye tou hai hi jhooton ka sardar,NEG
inhen batana thori hai saneha Model Town mein to unhon ne insanon ko nahi janwaron ko mara tha,NEG
Is hukomat ne 16 maheno main tum logon ke choriyan pakre han,NEG
Imran Khan par jitni marzi tankeed karein lekin yaad rakhein is shakhs ne duniya ko yeh saabit karkay dekhaya ke 1 saal mein kisi malik ka berha kaisay ghark kya jata hai,NEG
yeh kutia ki terhan bhonkti hai usay anchor kehte hain ya muhallay ki laraka aurat,NEG
Zra sahiwal ka b puch lo govt sy ni pucho gy wrna nokri jay ge,NEU
Moun pay sachi baat say inn ki phatt jati hai.,NEG
Model town ki bare mai swal hoa. shetan bat dosri taraf lai ja raha hai,NEU
insaaniyat ke baray mein sawal insanon se karni chahiye,POS
un haraam khoron ko sirf haraam khori ka pata,NEG
"adalat ne mashroot tor par tosee day di ,",NEU
"3 mah mein qanoon saazi ke liye bayan halfi diya jaye, adalat ka hukum",NEU
jis general ke haq mein vina malik jaisi gandi aurat bol parre woh general kis terhan ka hoga khud soch len,NEG
har pakistani is fouj ke sath hai. fouj salamat ta qayamat,POS
ab is ki izzat ki aisi taisi karwa day gi yeh,NEG
bajwa ke khandan se talluq rakhti hain,NEU
aik chor qaidi ko bahar bhejnay ka qanoon kahan he,NEG
aik fouji 60 saal ke baad kaisay jung lar sakta hai,NEU
twitter par jung larna konsa mushkil kaam hai,NEU
Bs ab yehi kami thi ab dekho molana tariq jamil sb ki bari kb ati ha,NEU
qayamat ankareeb hai wese,NEU
sab sa bara hathyaar,NEG
Toheen adalat ka notice mil jaye ga q k judge sirf allah ko jawab dy hain,POS
Ab is bazari orat ko difa k liye istamal kro.,NEG
Uff Allah ab to msla hal ho jae ga. Kamal ke reporting krty ho ap log,NEU
Khosay rizqay KHAANDAAN E SHARIF khanay ka haq aaj tunay ada kar diya,NEU
halal khao ge to Imran Khan ki mehnat aur is ki imandari nazar aaye gi .,POS
haraam khao ge to Nawaz Zardari ke daramay haq aur sach lagnay lagen ge,NEG
"wazeer e azam ka qoum se khitaab ka imkaan, behtar mustakbil ki umeedein hain",POS
waisay patwari soch rahay hon ge ke is bande ke sath kya kya jaye. sab choron ko bhaga bhaga kar London ya jail pouncha rahay hain,NEG
anay wali naslen Imran Khan ko aisay yaad rakhay gi jaisay log do number Shah ko yaad rakhay huve hain,NEU
mazeed zaleel honay ke liye ke kaisay meri muashi aur qanooni team na ahal aur nikammi hai,NEG
kya hukoomat waqai maamla kharab kar rahi hai ?,NEU
adalat ki androoni kahani bahar aagai,NEU
sab choron ka rola hai bhai,NEG
yeh kanjar gandhay log unhi kanjaro ki pedawar hain,NEG
Insha Allah kkhuda ki zaat Khan ka sath day rahi aur hamesha Allah pak mukhlis aur sachey imandaar ka hi sath day gi Insha ALLAH,POS
bandar ko har woh gaajar khaani par rahi hai jis par peshap laga hua hai,NEG
humen bech mein q la rahay hn,NEU
Pakistan mein aik khoti daa puttar elaan kar ke mukar gaya,NEG
yeh to hukoomat Army ke kaam mein mudakhlat he,NEU
Chief justice ko prime minister of Pakistan bna den Pakistan ka chief executive yahi hai ab Pakistan k decision chief justice len gy,NEU
sara ka sara nizaam hi bakwaz hwa para hai,NEG
jahan insaaf o Adal ki zaroorat hai wahan aankh khulti nahi,NEU
jahan daal nahi galti wahan ungliyan maari jarahi hain,NEU
"lagta hai wizarat qanoon ne barri mehnat se maamla kharab kya ,",NEU
